Study,Experiment,Family,Genus,Species,Latitude,Longitude,Stressor,Lifestage,Response_category,Sign_change,Response_variable,Units,Duration_days,Timepoint,Sample_size.t,Sample_size.c,ECOREGION,PROVINCE,REALM,yi,vi,deltapH_z,deltapCO2_z,deltaT_z,Duration_days_z
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Fluorescence,+,NPQ,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,3.821206845,1.41260136,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,59.644638,10.62823,T,Young sporophyte,Fluorescence,+,NPQ,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,1.28313133,0.602901626,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,60.407718,5.285705,T,Young sporophyte,Fluorescence,+,NPQ,,25,F,4,4,Southern Norway,Northern European Seas,Temperate Northern Atlantic,0.950595309,0.556476965,NA,NA,0.669239908,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Fluorescence,+,NPQ,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,2.613495122,0.926897297,NA,NA,0.669239908,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,60.407718,5.285705,T,Young sporophyte,Pigments,+,Chlorophyll a,ug/g,25,F,4,4,Southern Norway,Northern European Seas,Temperate Northern Atlantic,0.438418627,0.512013181,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Pigments,+,Chlorophyll a,ug/g,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,1.969108523,0.742336774,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,59.644638,10.62823,T,Young sporophyte,Pigments,+,Chlorophyll a,ug/g,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,0.536081751,0.517961478,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,60.407718,5.285705,T,Young sporophyte,Pigments,+,Chlorophyll a,ug/g,25,F,4,4,Southern Norway,Northern European Seas,Temperate Northern Atlantic,0.485622426,0.514739321,NA,NA,0.669239908,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Pigments,+,Chlorophyll a,ug/g,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,1.606207264,0.661243861,NA,NA,0.669239908,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,60.407718,5.285705,T,Young sporophyte,Pigments,+,Chlorophyll c : Chlorophyll a ratio,,25,F,4,4,Southern Norway,Northern European Seas,Temperate Northern Atlantic,1.223774694,0.593601531,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Pigments,+,Chlorophyll c : Chlorophyll a ratio,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,0.956569603,0.557189088,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,59.644638,10.62823,T,Young sporophyte,Pigments,+,Chlorophyll c : Chlorophyll a ratio,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,0.405329045,0.510268227,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,60.407718,5.285705,T,Young sporophyte,Pigments,+,Chlorophyll c : Chlorophyll a ratio,,25,F,4,4,Southern Norway,Northern European Seas,Temperate Northern Atlantic,7.172956434,3.715706501,NA,NA,0.669239908,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Pigments,+,Chlorophyll c : Chlorophyll a ratio,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,5.800843479,2.603111567,NA,NA,0.669239908,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,60.407718,5.285705,T,Young sporophyte,Pigments,+,Fucoxanthin : Chlorophyll a ratio,,25,F,4,4,Southern Norway,Northern European Seas,Temperate Northern Atlantic,0.593289943,0.52199956,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Pigments,+,Fucoxanthin : Chlorophyll a ratio,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,0.131603782,0.501082472,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,59.644638,10.62823,T,Young sporophyte,Pigments,+,Fucoxanthin : Chlorophyll a ratio,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,1.639144718,0.667924713,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,60.407718,5.285705,T,Young sporophyte,Pigments,+,Fucoxanthin : Chlorophyll a ratio,,25,F,4,4,Southern Norway,Northern European Seas,Temperate Northern Atlantic,2.485916644,0.886236348,NA,NA,0.669239908,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Pigments,+,Fucoxanthin : Chlorophyll a ratio,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,3.482757544,1.258100007,NA,NA,0.669239908,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,60.407718,5.285705,T,Young sporophyte,Pigments,+,Viola+Zeaxanthin : Chlorophyll a ratio,,25,F,4,4,Southern Norway,Northern European Seas,Temperate Northern Atlantic,-0.768292104,0.536892047,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Pigments,+,Viola+Zeaxanthin : Chlorophyll a ratio,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,0.249498235,0.503890586,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,59.644638,10.62823,T,Young sporophyte,Pigments,+,Viola+Zeaxanthin : Chlorophyll a ratio,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,1.313944733,0.607903173,NA,NA,-0.594592791,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,60.407718,5.285705,T,Young sporophyte,Pigments,+,Viola+Zeaxanthin : Chlorophyll a ratio,,25,F,4,4,Southern Norway,Northern European Seas,Temperate Northern Atlantic,8.834398971,5.377912824,NA,NA,0.669239908,0.775931422
Andersen et al. 2013,1,Arthrothamnaceae,Saccharina,Saccharina latissima,58.339689,8.598663,T,Young sporophyte,Pigments,+,Viola+Zeaxanthin : Chlorophyll a ratio,,25,F,4,4,North Sea,Northern European Seas,Temperate Northern Atlantic,5.013394798,2.070882962,NA,NA,0.669239908,0.775931422
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-29.239373,-71.512389,T,Spore/germling,Reproduction & Development,+,Spore production,#/mm2,2,F,10,10,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,0.109175079,0.20029798,NA,NA,-0.089059711,-0.651648205
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-29.239373,-71.512389,T,Spore/germling,Reproduction & Development,+,Spore production,#/mm2,2,F,10,10,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,0.285595752,0.202039123,NA,NA,0.669239908,-0.651648205
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Spore production,#/mm2,2,F,5,5,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,-0.25618191,0.403281459,NA,NA,0.669239908,-0.651648205
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Spore production,#/mm2,2,F,10,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,0.06987142,0.20012205,NA,NA,-0.089059711,-0.651648205
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Spore production,#/mm2,2,F,10,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,0.11875858,0.20035259,NA,NA,0.669239908,-0.651648205
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Spore production,#/mm2,2,F,10,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,-1.072701364,0.228767205,NA,NA,-0.089059711,-0.651648205
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Spore production,#/mm2,2,F,10,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,-0.30622459,0.202344337,NA,NA,0.669239908,-0.651648205
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-29.239373,-71.512389,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,10,10,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,0.642408728,0.210317224,NA,NA,-0.089059711,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-29.239373,-71.512389,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,10,10,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,0.368561491,0.203395939,NA,NA,0.669239908,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,5,5,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,-1.332145014,0.488730517,NA,NA,-0.089059711,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,5,5,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,-1.141838584,0.465189768,NA,NA,0.669239908,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,5,5,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,0.15526964,0.401205433,NA,NA,-0.089059711,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,5,5,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,0.15526964,0.401205433,NA,NA,0.669239908,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,10,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,-1.086660746,0.229520789,NA,NA,-0.089059711,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,10,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,-0.437457167,0.204784219,NA,NA,0.669239908,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,10,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,-2.355496277,0.338709068,NA,NA,-0.089059711,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Spore/germling,Reproduction & Development,+,Germination rate,%,6,F,10,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,-1.855845552,0.286104068,NA,NA,0.669239908,-0.403373487
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-29.239373,-71.512389,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,10,10,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,-0.152322142,0.200580051,NA,NA,-0.089059711,1.086274819
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-29.239373,-71.512389,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,5,10,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,-0.232314492,0.301799001,NA,NA,0.669239908,1.086274819
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-29.239373,-71.512389,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,10,10,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,0.100578206,0.200252899,NA,NA,-0.089059711,1.086274819
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-29.239373,-71.512389,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,10,10,Central Chile,Warm Temperate Southeastern Pacific,Temperate South America,0.164808806,0.200679049,NA,NA,0.669239908,1.086274819
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,5,5,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,0.025072432,0.400031431,NA,NA,-0.089059711,1.086274819
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,5,5,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,0.398230436,0.407929374,NA,NA,0.669239908,1.086274819
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,5,5,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,0.546827003,0.414950989,NA,NA,-0.089059711,1.086274819
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,5,5,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,1.035255842,0.453587733,NA,NA,0.669239908,1.086274819
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,5,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,0.64415004,0.313830976,NA,NA,-0.089059711,1.086274819
Buschmann et al. 2004,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,-40.883495,-73.939434,T,Young sporophyte,Growth,+,Elongation rate,mm/month,30,F,5,10,Araucanian,Warm Temperate Southeastern Pacific,Temperate South America,1.011059655,0.334074721,NA,NA,0.669239908,1.086274819
Cornwall et al. 2012,1,Alariaceae,Undaria,Undaria pinnatifida,-45.880833,170.5025,OA,Young sporophyte,Net primary productivity,+,Net photosynthesis,umol/g/s,0.010416667,F,3,3,South New Zealand,Southern New Zealand,Temperate Australasia,-0.445078363,0.683174562,0.026660277,1.324586814,NA,-0.775139015
Gaitan-Espitia et al. 2014,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,34.416667,-119.95,OA,Spore/germling,Reproduction & Development,+,Germination rate,%,7,F,7,7,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,2.068578229,0.438536282,0.670830212,1.801641179,NA,-0.341304808
Gaitan-Espitia et al. 2014,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,34.416667,-119.95,T,Spore/germling,Reproduction & Development,+,Germination rate,%,7,F,7,7,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,3.072346788,0.622832671,NA,NA,-0.594592791,-0.341304808
Gaitan-Espitia et al. 2014,1,Laminariaceae,Macrocystis,Macrocystis pyrifera,34.416667,-119.95,OA + T,Spore/germling,Reproduction & Development,+,Germination rate,%,7,F,7,7,Southern California Bight,Warm Temperate Northeast Pacific,Temperate Northern Pacific,3.002078987,0.607588509,0.670830212,1.801641179,-0.594592791,-0.341304808
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,1,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.713716884
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,2,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.651648205
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,3,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.589579525
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,4,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.527510846
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,5,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.465442166
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,6,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.403373487
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,7,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.341304808
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,8,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.279236128
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,9,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.217167449
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,10,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.155098769
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,11,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.09303009
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,12,F,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,-0.341826251,-0.03096141
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,1,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,0.163706829,-0.713716884
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,2,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,0.163706829,-0.651648205
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,3,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,0.163706829,-0.589579525
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,4,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,0.163706829,-0.527510846
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,5,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,0.163706829,-0.465442166
Gao et al. 2016,1,Arthrothamnaceae,Ecklonia,Ecklonia cava,34.698675,138.986871,T,Young sporophyte,Survival,+,Survival,%,6,NF,32,32,Central Kuroshio Current,Warm Temperate Northwest Pacific,Temperate Northern Pacific,0,0.0625,NA,NA,0.163706829,-0.403373487
